Date,Open,High,Low,Close,Adj Close,Volume
"Nov 2, 2022",226.04,227.87,214.82,214.98,214.98,"63,070,300"
"Nov 1, 2022",234.05,237.4,227.28,227.82,227.82,"62,688,800"
"Oct 31, 2022",226.19,229.85,221.94,227.54,227.54,"61,554,300"
"Oct 28, 2022",225.4,228.86,216.35,228.52,228.52,"69,152,400"
"Oct 27, 2022",229.77,233.81,222.85,225.09,225.09,"61,638,800"
"Oct 26, 2022",219.4,230.6,218.2,224.64,224.64,"85,012,500"
"Oct 25, 2022",210.1,224.35,210,222.42,222.42,"96,507,900"
"Oct 24, 2022",205.82,213.5,198.59,211.25,211.25,"100,446,800"
"Oct 21, 2022",206.42,214.66,203.8,214.44,214.44,"75,713,800"
"Oct 20, 2022",208.28,215.55,202,207.28,207.28,"117,798,100"
"Oct 19, 2022",219.8,222.93,217.78,222.04,222.04,"66,571,500"
"Oct 18, 2022",229.5,229.82,217.25,220.19,220.19,"75,891,900"
"Oct 17, 2022",210.04,221.86,209.45,219.35,219.35,"79,428,800"
"Oct 14, 2022",224.01,226.26,204.16,204.99,204.99,"94,124,500"
"Oct 13, 2022",208.3,222.99,206.22,221.72,221.72,"91,483,000"
"Oct 12, 2022",215.33,219.3,211.51,217.24,217.24,"66,860,700"
"Oct 11, 2022",220.95,225.75,215,216.5,216.5,"77,013,200"
"Oct 10, 2022",223.93,226.99,218.36,222.96,222.96,"67,925,000"
"Oct 7, 2022",233.94,234.57,222.02,223.07,223.07,"83,916,800"
"Oct 6, 2022",239.44,244.58,235.35,238.13,238.13,"69,298,400"
"Oct 5, 2022",245.01,246.67,233.27,240.81,240.81,"86,982,700"
"Oct 4, 2022",250.52,257.5,242.01,249.44,249.44,"109,578,500"
"Oct 3, 2022",254.5,255.16,241.01,242.4,242.4,"98,363,500"
"Sep 30, 2022",266.15,275.57,262.47,265.25,265.25,"67,726,600"
"Sep 29, 2022",282.76,283.65,265.78,268.21,268.21,"77,620,600"
"Sep 28, 2022",283.08,289,277.57,287.81,287.81,"54,664,800"
"Sep 27, 2022",283.84,288.67,277.51,282.94,282.94,"61,925,200"
"Sep 26, 2022",271.83,284.09,270.31,276.01,276.01,"58,076,900"
"Sep 23, 2022",283.09,284.5,272.82,275.33,275.33,"63,748,400"
"Sep 22, 2022",299.86,301.29,285.82,288.59,288.59,"70,545,400"
"Sep 21, 2022",308.29,313.8,300.63,300.8,300.8,"62,555,700"
"Sep 20, 2022",306.91,313.33,305.58,308.73,308.73,"61,642,800"
"Sep 19, 2022",300.09,309.84,297.8,309.07,309.07,"60,231,200"
"Sep 16, 2022",299.61,303.71,295.6,303.35,303.35,"87,087,800"
"Sep 15, 2022",301.83,309.12,300.72,303.75,303.75,"64,795,500"
"Sep 14, 2022",292.24,306,291.64,302.61,302.61,"72,628,700"
"Sep 13, 2022",292.9,297.4,290.4,292.13,292.13,"68,229,600"
"Sep 12, 2022",300.72,305.49,300.4,304.42,304.42,"48,674,600"
"Sep 9, 2022",291.67,299.85,291.25,299.68,299.68,"54,338,100"
"Sep 8, 2022",281.3,289.5,279.76,289.26,289.26,"53,713,100"
"Sep 7, 2022",273.1,283.84,272.27,283.7,283.7,"50,028,900"
"Sep 6, 2022",272.68,275.99,265.74,274.42,274.42,"55,860,000"
"Sep 2, 2022",281.07,282.35,269.08,270.21,270.21,"50,890,100"
"Sep 1, 2022",272.58,277.58,266.15,277.16,277.16,"54,287,000"
"Aug 31, 2022",280.62,281.25,271.81,275.61,275.61,"52,107,300"
"Aug 30, 2022",287.87,288.48,272.65,277.7,277.7,"50,541,800"
"Aug 29, 2022",282.83,287.74,280.7,284.82,284.82,"41,864,700"
"Aug 26, 2022",297.43,302,287.47,288.09,288.09,"57,163,900"
"Aug 25, 2022",3:1 Stock Splits,,,,,
"Aug 25, 2022",302.36,302.96,291.6,296.07,296.07,"53,230,000"
"Aug 24, 2022",297.56,303.65,296.5,297.1,297.1,"57,259,800"
"Aug 23, 2022",291.45,298.83,287.92,296.45,296.45,"63,984,900"
"Aug 22, 2022",291.91,292.4,286.3,289.91,289.91,"55,843,200"
"Aug 19, 2022",299,300.36,292.5,296.67,296.67,"61,395,300"
"Aug 18, 2022",306,306.5,301.85,302.87,302.87,"47,500,500"
"Aug 17, 2022",303.4,309.66,300.03,304,304,"68,766,000"
"Aug 16, 2022",311.67,314.67,302.88,306.56,306.56,"88,136,400"
"Aug 15, 2022",301.79,313.13,301.23,309.32,309.32,"89,359,200"
"Aug 12, 2022",289.42,300.16,285.03,300.03,300.03,"79,657,200"
"Aug 11, 2022",296.51,298.24,285.83,286.63,286.63,"70,155,000"
"Aug 10, 2022",297.07,297.51,283.37,294.36,294.36,"94,918,800"
"Aug 9, 2022",290.29,292.4,279.35,283.33,283.33,"86,244,600"
"Aug 8, 2022",295,305.2,289.09,290.42,290.42,"98,994,000"
"Aug 5, 2022",302.67,304.61,285.54,288.17,288.17,"113,172,900"
"Aug 4, 2022",311,313.61,305,308.63,308.63,"72,256,200"
"Aug 3, 2022",305,309.55,301.15,307.4,307.4,"80,091,000"
"Aug 2, 2022",294,307.83,292.67,300.59,300.59,"95,577,600"
"Aug 1, 2022",301.28,311.88,295,297.28,297.28,"117,042,900"
"Jul 29, 2022",280.7,298.32,279.1,297.15,297.15,"95,313,000"
"Jul 28, 2022",280.07,283.3,272.8,280.9,280.9,"84,723,000"
"Jul 27, 2022",263.81,275.93,261.79,274.82,274.82,"88,110,000"
"Jul 26, 2022",266.51,267.31,256.26,258.86,258.86,"66,820,800"
"Jul 25, 2022",272.22,274.15,267.4,268.43,268.43,"64,073,400"
"Jul 22, 2022",276.22,280.79,270.71,272.24,272.24,"103,472,700"
"Jul 21, 2022",255.11,273.27,254.87,271.71,271.71,"142,032,300"
"Jul 20, 2022",246.78,250.66,243.48,247.5,247.5,"88,864,200"
"Jul 19, 2022",245,247.14,236.98,245.53,245.53,"80,890,200"
"Jul 18, 2022",244.94,250.52,239.6,240.55,240.55,"82,537,500"
"Jul 15, 2022",240,243.62,236.89,240.07,240.07,"69,683,100"
"Jul 14, 2022",234.9,238.65,229.33,238.31,238.31,"78,557,400"
"Jul 13, 2022",225.5,242.06,225.03,237.04,237.04,"97,954,500"
"Jul 12, 2022",236.85,239.77,228.37,233.07,233.07,"87,930,900"
"Jul 11, 2022",252.1,253.06,233.63,234.34,234.34,"99,241,200"
"Jul 8, 2022",242.33,254.98,241.16,250.76,250.76,"101,854,200"
"Jul 7, 2022",233.92,245.36,232.21,244.54,244.54,"81,930,600"
"Jul 6, 2022",230.78,234.56,227.19,231.73,231.73,"71,853,600"
"Jul 5, 2022",223,233.15,216.17,233.07,233.07,"84,581,100"
"Jul 1, 2022",227,230.23,222.12,227.26,227.26,"74,460,300"
"Jun 30, 2022",224.51,229.46,218.86,224.47,224.47,"94,600,500"
"Jun 29, 2022",230.5,231.17,222.27,228.49,228.49,"82,897,200"
"Jun 28, 2022",244.48,249.97,232.34,232.66,232.66,"90,391,200"
"Jun 27, 2022",249.37,252.07,242.57,244.92,244.92,"89,178,300"
"Jun 24, 2022",237.47,246.07,236.09,245.71,245.71,"95,770,800"
"Jun 23, 2022",237.91,239.32,228.64,235.07,235.07,"104,202,600"
"Jun 22, 2022",234.5,246.83,233.83,236.09,236.09,"101,107,500"
"Jun 21, 2022",224.6,243.58,224.33,237.04,237.04,"122,793,000"
"Jun 17, 2022",213.43,220.97,213.2,216.76,216.76,"92,641,800"
"Jun 16, 2022",222.74,225.17,208.69,213.1,213.1,"107,390,700"
"Jun 15, 2022",220.92,235.66,218.15,233,233,"119,131,800"
"Jun 14, 2022",218.29,226.33,211.74,220.89,220.89,"97,988,700"
"Jun 13, 2022",223.17,226.63,214.68,215.74,215.74,"102,767,400"
"Jun 10, 2022",235.16,239.5,227.91,232.23,232.23,"97,536,600"
"Jun 9, 2022",249.34,255.55,239.33,239.71,239.71,"96,491,400"
"Jun 8, 2022",240.09,249.96,239.18,241.87,241.87,"76,210,500"
"Jun 7, 2022",234,240,230.09,238.89,238.89,"72,808,500"
"Jun 6, 2022",244.35,244.87,234.35,238.28,238.28,"84,204,600"
"Jun 3, 2022",243.23,247.8,233.42,234.52,234.52,"112,393,800"
"Jun 2, 2022",244.16,264.21,242.07,258.33,258.33,"93,473,100"
"Jun 1, 2022",251.72,257.33,243.64,246.79,246.79,"77,247,900"
"May 31, 2022",257.95,259.6,244.74,252.75,252.75,"101,914,500"
"May 27, 2022",241.08,253.27,240.18,253.21,253.21,"89,295,000"
"May 26, 2022",220.47,239.56,217.89,235.91,235.91,"106,003,200"
"May 25, 2022",207.95,223.11,207.67,219.6,219.6,"92,139,300"
"May 24, 2022",217.84,217.97,206.86,209.39,209.39,"89,092,500"
"May 23, 2022",218.34,226.65,212.69,224.97,224.97,"88,903,500"
"May 20, 2022",238,240.53,211,221.3,221.3,"144,973,200"
"May 19, 2022",235.67,244.67,231.37,236.47,236.47,"90,296,700"
"May 18, 2022",248.17,253.5,233.6,236.6,236.6,"87,811,800"
"May 17, 2022",249.12,254.83,242.95,253.87,253.87,"80,236,200"
"May 16, 2022",255.72,256.59,239.7,241.46,241.46,"86,098,500"
"May 13, 2022",257.83,262.45,250.52,256.53,256.53,"92,150,700"
"May 12, 2022",233.67,253.22,226.67,242.67,242.67,"140,313,000"
"May 11, 2022",265,269.92,242.4,244.67,244.67,"97,224,600"
"May 10, 2022",273.1,275.12,258.08,266.68,266.68,"84,401,700"
"May 9, 2022",278.82,281.88,260.38,262.37,262.37,"90,810,300"
"May 6, 2022",295.67,296,281.04,288.55,288.55,"72,903,000"
"May 5, 2022",313.01,315.2,285.9,291.09,291.09,"92,519,100"
"May 4, 2022",301.31,318.5,295.09,317.54,317.54,"81,643,800"
"May 3, 2022",301.06,308.03,296.2,303.08,303.08,"63,709,500"
"May 2, 2022",286.92,302.12,282.68,300.98,300.98,"75,781,500"
"Apr 29, 2022",300.75,311.47,290,290.25,290.25,"88,133,100"
"Apr 28, 2022",299.99,300,273.9,292.5,292.5,"124,948,500"
"Apr 27, 2022",299.53,306,292.45,293.84,293.84,"76,956,300"
"Apr 26, 2022",331.81,333.33,291.67,292.14,292.14,"136,133,700"
"Apr 25, 2022",326.32,336.21,325.1,332.67,332.67,"68,341,200"
"Apr 22, 2022",338.3,344.95,331.33,335.02,335.02,"69,696,600"
"Apr 21, 2022",358.24,364.07,332.14,336.26,336.26,"105,416,400"
"Apr 20, 2022",343.33,344.67,325.08,325.73,325.73,"70,711,200"
"Apr 19, 2022",335.02,344.98,331.78,342.72,342.72,"49,847,700"
"Apr 18, 2022",329.68,338.31,324.47,334.76,334.76,"51,715,200"
"Apr 14, 2022",333.1,337.57,327.4,328.33,328.33,"58,422,300"
"Apr 13, 2022",327.03,342.08,324.37,340.79,340.79,"55,121,100"
"Apr 12, 2022",332.55,340.4,325.53,328.98,328.98,"65,976,000"
"Apr 11, 2022",326.8,336.16,324.88,325.31,325.31,"59,357,100"
"Apr 8, 2022",347.74,349.48,340.81,341.83,341.83,"55,013,700"
"Apr 7, 2022",350.8,358.86,340.51,352.42,352.42,"79,447,200"
"Apr 6, 2022",357.82,359.67,342.57,348.59,348.59,"89,348,400"
"Apr 5, 2022",378.77,384.29,362.43,363.75,363.75,"80,075,100"
"Apr 4, 2022",363.13,383.3,357.51,381.82,381.82,"82,035,900"
"Apr 1, 2022",360.38,364.92,355.55,361.53,361.53,"54,263,100"
"Mar 31, 2022",364.86,367.71,358.88,359.2,359.2,"48,992,700"
"Mar 30, 2022",363.72,371.32,361.33,364.66,364.66,"59,865,000"
"Mar 29, 2022",369.33,371.59,357.7,366.52,366.52,"73,614,900"
"Mar 28, 2022",355.03,365.96,351.2,363.95,363.95,"102,506,100"
"Mar 25, 2022",336,340.6,332.44,336.88,336.88,"62,031,600"
"Mar 24, 2022",336.58,341.5,329.6,337.97,337.97,"68,920,800"
"Mar 23, 2022",326.65,346.9,325.47,333.04,333.04,"120,676,200"
"Mar 22, 2022",310,332.62,307.25,331.33,331.33,"105,868,500"
"Mar 21, 2022",304.99,314.28,302.36,307.05,307.05,"81,981,600"
"Mar 18, 2022",291.5,302.62,289.13,301.8,301.8,"100,414,200"
"Mar 17, 2022",277,291.67,275.24,290.53,290.53,"66,582,900"
"Mar 16, 2022",269.67,280.67,267.42,280.08,280.08,"84,028,800"
"Mar 15, 2022",258.42,268.52,252.19,267.3,267.3,"66,841,200"
"Mar 14, 2022",260.2,266.9,252.01,255.46,255.46,"71,152,200"
"Mar 11, 2022",280.07,281.27,264.59,265.12,265.12,"67,037,100"
"Mar 10, 2022",283.82,284.82,270.12,279.43,279.43,"58,648,500"
"Mar 9, 2022",279.83,286.85,277.34,286.32,286.32,"59,184,000"
"Mar 8, 2022",265.18,283.33,260.72,274.8,274.8,"80,399,100"
"Mar 7, 2022",285.43,288.71,268.19,268.19,268.19,"72,494,100"
"Mar 4, 2022",283.03,285.22,275.05,279.43,279.43,"66,999,600"
"Mar 3, 2022",292.92,295.48,277.53,279.76,279.76,"61,623,600"
"Mar 2, 2022",290.71,295.49,281.42,293.3,293.3,"74,643,300"
"Mar 1, 2022",289.89,296.63,284.59,288.12,288.12,"74,766,900"
"Feb 28, 2022",271.67,292.29,271.57,290.14,290.14,"99,006,900"
"Feb 25, 2022",269.74,273.17,260.8,269.96,269.96,"76,067,700"
"Feb 24, 2022",233.46,267.49,233.33,266.92,266.92,"135,322,200"
"Feb 23, 2022",276.81,278.43,253.52,254.68,254.68,"95,256,900"
"Feb 22, 2022",278.04,285.58,267.03,273.84,273.84,"83,288,100"
"Feb 18, 2022",295.33,295.62,279.2,285.66,285.66,"68,501,700"
"Feb 17, 2022",304.42,306.17,291.37,292.12,292.12,"55,178,400"
"Feb 16, 2022",304.68,308.81,300.4,307.8,307.8,"51,294,300"
"Feb 15, 2022",300,307.67,297.79,307.48,307.48,"57,286,200"
"Feb 14, 2022",287.19,299.63,284.38,291.92,291.92,"67,756,500"
"Feb 11, 2022",303.21,305.32,283.57,286.67,286.67,"79,645,800"
"Feb 10, 2022",302.79,314.6,298.9,301.52,301.52,"66,126,900"
"Feb 9, 2022",311.67,315.42,306.67,310.67,310.67,"52,259,400"
"Feb 8, 2022",301.84,308.76,298.27,307.33,307.33,"50,729,100"
"Feb 7, 2022",307.93,315.92,300.9,302.45,302.45,"60,994,500"
"Feb 4, 2022",299.07,312.17,293.72,307.77,307.77,"73,625,400"
"Feb 3, 2022",294,312.33,293.51,297.05,297.05,"78,855,600"
"Feb 2, 2022",309.39,310.5,296.47,301.89,301.89,"66,792,900"
"Feb 1, 2022",311.74,314.57,301.67,310.42,310.42,"73,138,200"
"Jan 31, 2022",290.9,312.66,287.35,312.24,312.24,"104,436,000"
"Jan 28, 2022",277.19,285.83,264,282.12,282.12,"134,789,100"
"Jan 27, 2022",311.12,311.8,276.33,276.37,276.37,"147,109,500"
"Jan 26, 2022",317.48,329.23,302,312.47,312.47,"104,867,400"
"Jan 25, 2022",304.73,317.09,301.07,306.13,306.13,"86,595,900"
"Jan 24, 2022",301.59,311.17,283.82,310,310,"151,565,700"
"Jan 21, 2022",332.11,334.85,313.5,314.63,314.63,"103,416,000"
"Jan 20, 2022",336.58,347.22,331.33,332.09,332.09,"70,488,600"
"Jan 19, 2022",347.24,351.56,331.67,331.88,331.88,"75,442,500"
"Jan 18, 2022",342.2,356.93,338.69,343.5,343.5,"66,743,400"
"Jan 14, 2022",339.96,350.67,337.79,349.87,349.87,"72,924,300"
"Jan 13, 2022",369.69,371.87,342.18,343.85,343.85,"97,209,900"
"Jan 12, 2022",359.62,371.61,357.53,368.74,368.74,"83,739,000"
"Jan 11, 2022",351.22,358.62,346.27,354.8,354.8,"66,063,300"
"Jan 10, 2022",333.33,353.03,326.67,352.71,352.71,"91,815,000"
"Jan 7, 2022",360.12,360.31,336.67,342.32,342.32,"84,164,700"
"Jan 6, 2022",359,362.67,340.17,354.9,354.9,"90,336,600"
"Jan 5, 2022",382.22,390.11,360.34,362.71,362.71,"80,119,800"
"Jan 4, 2022",396.52,402.67,374.35,383.2,383.2,"100,248,300"
"Jan 3, 2022",382.58,400.36,378.68,399.93,399.93,"103,931,400"
"Dec 31, 2021",357.81,360.67,351.53,352.26,352.26,"40,733,700"
"Dec 30, 2021",353.78,365.18,351.05,356.78,356.78,"47,040,900"
"Dec 29, 2021",366.21,368,354.71,362.06,362.06,"56,154,000"
"Dec 28, 2021",369.83,373,359.47,362.82,362.82,"60,324,000"
"Dec 27, 2021",357.89,372.33,356.91,364.65,364.65,"71,145,900"
"Dec 23, 2021",335.6,357.66,332.52,355.67,355.67,"92,713,200"
"Dec 22, 2021",321.89,338.55,319.02,336.29,336.29,"93,634,200"
"Dec 21, 2021",305.62,313.17,295.37,312.84,312.84,"71,517,900"
"Dec 20, 2021",303.57,307.23,297.8,299.98,299.98,"56,480,100"
"Dec 17, 2021",304.92,320.22,303.01,310.86,310.86,"100,437,300"
"Dec 16, 2021",331.5,331.66,307.28,308.97,308.97,"82,771,500"
"Dec 15, 2021",317.74,326.25,309.42,325.33,325.33,"75,169,200"
"Dec 14, 2021",315,322.14,310,319.5,319.5,"70,806,300"
"Dec 13, 2021",333.7,335,317.14,322.14,322.14,"78,595,500"
"Dec 10, 2021",336.25,340.33,327.51,339.01,339.01,"59,664,300"
"Dec 9, 2021",353.55,354.16,334.12,334.6,334.6,"59,438,400"
"Dec 8, 2021",350.9,357.46,344.33,356.32,356.32,"41,906,400"
"Dec 7, 2021",348.07,352.56,342.27,350.58,350.58,"56,084,700"
"Dec 6, 2021",333.84,340.55,316.83,336.34,336.34,"81,663,000"
"Dec 3, 2021",361.6,363.53,333.4,338.32,338.32,"92,322,000"
"Dec 2, 2021",366.35,371,352.22,361.53,361.53,"73,114,800"
"Dec 1, 2021",386.9,390.95,363.59,365,365,"68,450,400"
"Nov 30, 2021",381.46,389.33,372.67,381.59,381.59,"81,276,000"
"Nov 29, 2021",367,380.89,366.73,379,379,"58,393,500"
"Nov 26, 2021",366.49,369.59,360.33,360.64,360.64,"35,042,700"
"Nov 24, 2021",360.13,377.59,354,372,372,"67,680,600"
"Nov 23, 2021",389.17,393.5,354.23,369.68,369.68,"108,515,100"
"Nov 22, 2021",387.44,400.65,377.48,385.62,385.62,"99,217,500"
"Nov 19, 2021",366.29,379.57,364.23,379.02,379.02,"64,926,900"
"Nov 18, 2021",368.85,370.67,358.34,365.46,365.46,"62,696,700"
"Nov 17, 2021",354.5,373.21,351.83,363,363,"94,336,200"
"Nov 16, 2021",334.44,352.4,334.06,351.58,351.58,"79,627,200"
"Nov 15, 2021",339.21,343.99,326.2,337.8,337.8,"104,326,800"
"Nov 12, 2021",349.17,351.5,339.73,344.47,344.47,"76,719,300"
"Nov 11, 2021",367.59,368.32,351.56,354.5,354.5,"67,189,800"
"Nov 10, 2021",336.8,359.37,329.1,355.98,355.98,"128,408,100"
"Nov 9, 2021",391.2,391.5,337.17,341.17,341.17,"177,317,400"
"Nov 8, 2021",383.26,399,377.67,387.65,387.65,"100,337,100"
"Nov 5, 2021",409.33,413.29,402.67,407.36,407.36,"64,886,400"
"Nov 4, 2021",411.47,414.5,405.67,409.97,409.97,"76,192,200"
"Nov 3, 2021",392.44,405.13,384.21,404.62,404.62,"103,885,500"
"Nov 2, 2021",386.45,402.86,382,390.67,390.67,"128,213,400"
"Nov 1, 2021",381.67,403.25,372.89,402.86,402.86,"168,146,100"
"Oct 29, 2021",360.62,371.74,357.74,371.33,371.33,"89,755,200"
"Oct 28, 2021",356.1,360.33,351.4,359.01,359.01,"81,639,600"
"Oct 27, 2021",346.55,356.96,343.59,345.95,345.95,"115,579,500"
"Oct 26, 2021",341.56,364.98,333.81,339.48,339.48,"187,245,000"
"Oct 25, 2021",316.84,348.34,314.73,341.62,341.62,"188,556,300"
"Oct 22, 2021",298.5,303.33,296.99,303.23,303.23,"68,642,400"
"Oct 21, 2021",285.33,300,285.17,298,298,"94,444,500"
"Oct 20, 2021",288.45,289.83,285.79,288.6,288.6,"42,096,300"
"Oct 19, 2021",292.51,292.65,287.5,288.09,288.09,"52,143,300"
"Oct 18, 2021",283.93,291.75,283.82,290.04,290.04,"72,621,600"
"Oct 15, 2021",274.58,281.07,274.12,281.01,281.01,"56,773,800"
"Oct 14, 2021",271.83,273.42,271.12,272.77,272.77,"36,741,600"
"Oct 13, 2021",270.16,271.8,268.59,270.36,270.36,"42,360,300"
"Oct 12, 2021",266.98,270.77,265.52,268.57,268.57,"66,060,000"
"Oct 11, 2021",262.55,267.08,261.83,263.98,263.98,"42,600,900"
"Oct 8, 2021",265.4,265.46,260.3,261.83,261.83,"50,215,800"
"Oct 7, 2021",261.82,268.33,261.13,264.54,264.54,"57,587,400"
"Oct 6, 2021",258.73,262.22,257.74,260.92,260.92,"43,898,400"
"Oct 5, 2021",261.6,265.77,258.07,260.2,260.2,"55,297,800"
"Oct 4, 2021",265.5,268.99,258.71,260.51,260.51,"91,449,900"
"Oct 1, 2021",259.47,260.26,254.53,258.41,258.41,"51,094,200"
"Sep 30, 2021",260.33,263.04,258.33,258.49,258.49,"53,868,000"
"Sep 29, 2021",259.93,264.5,256.89,260.44,260.44,"62,828,700"
"Sep 28, 2021",262.4,265.21,255.39,259.19,259.19,"76,144,200"
"Sep 27, 2021",257.71,266.33,256.44,263.79,263.79,"84,212,100"
"Sep 24, 2021",248.63,258.27,248.19,258.13,258.13,"64,119,000"
"Sep 23, 2021",251.67,252.73,249.31,251.21,251.21,"35,842,500"
"Sep 22, 2021",247.84,251.22,246.37,250.65,250.65,"45,378,900"
"Sep 21, 2021",244.93,248.25,243.48,246.46,246.46,"48,992,100"
"Sep 20, 2021",244.85,247.33,239.54,243.39,243.39,"74,273,100"
"Sep 17, 2021",252.38,253.68,250,253.16,253.16,"84,612,600"
"Sep 16, 2021",250.94,252.97,249.2,252.33,252.33,"41,770,200"
"Sep 15, 2021",248.33,252.29,246.12,251.94,251.94,"46,073,100"
"Sep 14, 2021",247.52,251.49,245.47,248.16,248.16,"55,574,700"
"Sep 13, 2021",246.74,248.26,236.28,247.67,247.67,"68,857,500"
"Sep 10, 2021",253.2,254.2,244.84,245.42,245.42,"45,552,600"
"Sep 9, 2021",251.14,254.03,250.54,251.62,251.62,"42,233,100"
"Sep 8, 2021",253.86,254.82,246.92,251.29,251.29,"56,379,000"
"Sep 7, 2021",246.67,253.4,246.42,250.97,250.97,"60,119,400"
"Sep 3, 2021",244.08,244.67,241.4,244.52,244.52,"45,738,300"
"Sep 2, 2021",244.83,246.99,243.51,244.13,244.13,"38,331,900"
"Sep 1, 2021",244.69,247.33,243.76,244.7,244.7,"39,612,900"
"Aug 31, 2021",244.33,246.8,242.15,245.24,245.24,"62,566,200"
"Aug 30, 2021",238.24,243.67,237.58,243.64,243.64,"55,812,600"
"Aug 27, 2021",235,238.33,234.03,237.31,237.31,"41,501,400"
"Aug 26, 2021",236.1,238.47,232.54,233.72,233.72,"39,642,900"
"Aug 25, 2021",235.68,238.99,234.67,237.07,237.07,"37,936,800"
"Aug 24, 2021",236.89,238.41,234.21,236.16,236.16,"39,249,300"
"Aug 23, 2021",228.48,237.38,226.92,235.43,235.43,"60,794,700"
"Aug 20, 2021",227.62,230.71,224.57,226.75,226.75,"44,525,700"
"Aug 19, 2021",226.07,228.85,222.53,224.49,224.49,"42,940,500"
"Aug 18, 2021",223.25,231.92,223.12,229.66,229.66,"61,048,200"
"Aug 17, 2021",224.22,224.86,216.28,221.9,221.9,"71,163,900"
"Aug 16, 2021",235.02,236.5,225.47,228.72,228.72,"68,032,200"
"Aug 13, 2021",241.24,243.3,238.11,239.06,239.06,"50,194,500"
"Aug 12, 2021",235.45,240.93,233.13,240.75,240.75,"52,377,300"
"Aug 11, 2021",237.57,238.39,234.74,235.94,235.94,"29,401,800"
"Aug 10, 2021",238,238.86,233.96,236.66,236.66,"40,296,900"
"Aug 9, 2021",236.72,239.68,235.04,237.92,237.92,"44,145,900"
"Aug 6, 2021",237.3,238.78,232.54,233.03,233.03,"46,869,000"
"Aug 5, 2021",238.67,240.32,237.14,238.21,238.21,"38,758,800"
"Aug 4, 2021",237,241.63,236.31,236.97,236.97,"51,007,800"
"Aug 3, 2021",239.67,240.88,233.67,236.58,236.58,"64,860,900"
"Aug 2, 2021",233.33,242.31,232.8,236.56,236.56,"100,847,400"
"Jul 30, 2021",223.92,232.51,223,229.07,229.07,"88,969,200"
"Jul 29, 2021",216.6,227.9,216.27,225.78,225.78,"91,183,800"
"Jul 28, 2021",215.67,218.32,213.13,215.66,215.66,"48,019,800"
"Jul 27, 2021",221.13,222.17,209.08,214.93,214.93,"98,439,900"
"Jul 26, 2021",216.99,222.73,215.7,219.21,219.21,"76,009,800"
"Jul 23, 2021",215.45,216.27,212.43,214.46,214.46,"43,814,700"
"Jul 22, 2021",218.81,220.72,214.87,216.42,216.42,"45,317,100"
"Jul 21, 2021",219.87,221.62,216.76,218.43,218.43,"41,859,900"
"Jul 20, 2021",217.33,220.8,213.5,220.17,220.17,"46,461,300"
"Jul 19, 2021",209.96,215.73,207.1,215.41,215.41,"63,891,300"
"Jul 16, 2021",218.23,218.9,214.07,214.74,214.74,"49,113,000"
"Jul 15, 2021",219.46,222.05,212.63,216.87,216.87,"60,628,800"
"Jul 14, 2021",223.58,226.2,217.61,217.79,217.79,"64,923,600"
"Jul 13, 2021",228.77,231.09,222.1,222.85,222.85,"62,898,300"
"Jul 12, 2021",220.73,229.08,220.72,228.57,228.57,"77,781,000"
"Jul 9, 2021",217.73,219.64,214.9,218.98,218.98,"54,421,500"
"Jul 8, 2021",209.46,218.14,206.82,217.6,217.6,"68,319,900"
"Jul 7, 2021",221.42,221.9,212.77,214.88,214.88,"56,376,000"
"Jul 6, 2021",227.24,228,217.13,219.86,219.86,"69,853,500"
"Jul 2, 2021",226.33,233.33,224.42,226.3,226.3,"81,163,500"
"Jul 1, 2021",227.97,229.33,224.27,225.97,225.97,"55,903,500"
"Jun 30, 2021",226.59,230.94,226.05,226.57,226.57,"56,774,700"
"Jun 29, 2021",228.22,229.17,225.3,226.92,226.92,"52,143,900"
"Jun 28, 2021",223.88,231.57,223.44,229.57,229.57,"64,884,600"
"Jun 25, 2021",229.86,231.27,222.9,223.96,223.96,"97,490,100"
"Jun 24, 2021",225,232.54,222.54,226.61,226.61,"137,947,200"
"Jun 23, 2021",210.67,219.07,210.01,218.86,218.86,"93,297,600"
"Jun 22, 2021",206.08,209.52,205.17,207.9,207.9,"57,476,700"
"Jun 21, 2021",208.16,210.46,202.96,206.94,206.94,"74,438,100"
"Jun 18, 2021",204.46,209.45,203.93,207.77,207.77,"73,682,700"
"Jun 17, 2021",200.63,207.16,200.45,205.53,205.53,"68,104,200"
"Jun 16, 2021",199.18,202.83,197.83,201.62,201.62,"66,432,300"
"Jun 15, 2021",205.56,205.6,199.41,199.79,199.79,"53,292,300"
"Jun 14, 2021",204.08,208.5,203.06,205.9,205.9,"61,272,000"
"Jun 11, 2021",203.41,204.19,200.51,203.3,203.3,"48,615,900"
"Jun 10, 2021",201.29,205.53,200.17,203.37,203.37,"71,758,800"
"Jun 9, 2021",200.72,203.93,199.21,199.59,199.59,"49,753,800"
"Jun 8, 2021",207.67,207.7,198.5,201.2,201.2,"78,160,200"
"Jun 7, 2021",197.28,203.33,194.29,201.71,201.71,"67,631,100"
"Jun 4, 2021",193.24,200.2,192.4,199.68,199.68,"72,110,700"
"Jun 3, 2021",200.6,201.52,190.41,190.95,190.95,"90,335,700"
"Jun 2, 2021",206.71,207.79,199.71,201.71,201.71,"69,908,400"
"Jun 1, 2021",209.27,211.27,206.85,207.97,207.97,"54,254,700"
"May 28, 2021",209.5,211.86,207.46,208.41,208.41,"68,211,000"
